a_id,x,y,species
1546,154,176,carnivore
1703,74,144,livestock
1956,12,247,herbivore
1438,270,17,herbivore
1812,186,101,livestock
2291,211,248,herbivore
1370,293,281,herbivore
1437,268,14,herbivore
1662,268,232,livestock
1704,64,154,livestock
1663,267,230,livestock
1646,84,224,livestock
1823,196,97,livestock
1373,197,38,herbivore
1356,27,24,herbivore
1466,154,70,herbivore
1739,104,160,livestock
1625,171,146,livestock
1669,215,192,livestock
1814,181,107,livestock
1388,282,163,herbivore
1570,267,96,livestock
1745,106,155,livestock
1574,150,143,livestock
1338,231,201,herbivore
1636,185,187,livestock
1342,16,249,herbivore
1725,177,126,livestock
1526,298,175,carnivore
1769,177,246,livestock
1504,176,254,carnivore
1374,44,37,herbivore
1807,190,96,livestock
1724,177,128,livestock
1604,204,212,livestock
1341,20,278,herbivore
1753,101,169,livestock
1621,180,156,livestock
1497,49,49,herbivore
1819,194,107,livestock
1521,99,160,carnivore
1539,111,50,carnivore
2234,179,283,herbivore
1670,213,188,livestock
1672,219,191,livestock
1808,186,98,livestock
1661,263,243,livestock
1610,207,213,livestock
2161,173,157,livestock
1548,160,57,carnivore
2279,261,59,livestock
1357,6,61,herbivore
1580,152,130,livestock
1635,190,189,livestock
1678,217,186,livestock
1336,180,70,herbivore
1612,207,216,livestock
2082,143,109,carnivore
2241,181,185,livestock
1448,131,224,herbivore
2536,103,272,livestock
1304,283,114,herbivore
1578,152,142,livestock
1372,5,295,herbivore
1475,146,211,herbivore
1585,148,141,livestock
1783,159,174,livestock
1378,199,156,herbivore
1719,180,141,livestock
1528,59,214,carnivore
1325,91,123,herbivore
1354,259,142,herbivore
1559,102,138,livestock
1818,199,89,livestock
2122,63,215,herbivore
1519,196,55,carnivore
1313,69,187,herbivore
2058,48,267,herbivore
1362,14,172,herbivore
1326,5,61,herbivore
1449,181,79,herbivore
1302,295,179,herbivore
1637,184,184,livestock
1395,103,121,herbivore
1344,240,234,herbivore
1698,72,150,livestock
1811,196,89,livestock
1333,32,121,herbivore
1458,248,270,herbivore
1732,170,138,livestock
2067,203,209,livestock
1714,152,34,livestock
1494,159,165,herbivore
1642,87,224,livestock
1398,69,235,herbivore
2301,194,97,livestock
1506,11,83,carnivore
1582,152,132,livestock
1535,157,239,carnivore
1319,232,231,herbivore
1409,38,123,herbivore
1560,97,134,livestock
2219,173,253,livestock
1767,174,244,livestock
1680,209,189,livestock
1792,94,213,livestock
2118,221,86,carnivore
1566,269,95,livestock
1360,52,111,herbivore
1565,108,146,livestock
1588,258,47,livestock
1538,100,186,carnivore
1315,271,161,herbivore
1681,212,182,livestock
1723,170,142,livestock
1825,195,107,livestock
2485,182,103,livestock
1770,179,247,livestock
1614,207,217,livestock
1355,23,277,herbivore
1452,91,53,herbivore
1479,187,59,herbivore
1576,150,141,livestock
1377,171,176,herbivore
1564,94,141,livestock
1493,113,222,herbivore
1728,171,137,livestock
1384,10,269,herbivore
1562,104,140,livestock
1675,216,190,livestock
1600,266,59,livestock
1543,94,2,carnivore
1607,200,213,livestock
1471,174,155,herbivore
1618,172,157,livestock
1309,25,93,herbivore
1529,226,122,carnivore
1797,82,211,livestock
1664,264,269,livestock
1476,50,97,herbivore
1403,5,103,herbivore
2093,173,250,livestock
1813,187,100,livestock
1595,263,59,livestock
1442,95,133,herbivore
1743,100,171,livestock
1942,172,266,livestock
1727,171,132,livestock
1393,214,275,herbivore
1434,42,232,herbivore
1469,77,25,herbivore
1591,261,53,livestock
2416,183,130,livestock
2430,153,135,livestock
1673,215,186,livestock
1581,149,143,livestock
1391,295,212,herbivore
1383,225,73,herbivore
1429,238,269,herbivore
1435,196,185,herbivore
1634,183,183,livestock
1676,216,190,livestock
1730,183,138,livestock
1425,108,223,herbivore
1347,117,145,herbivore
1620,169,145,livestock
1404,149,38,herbivore
1720,184,133,livestock
1414,51,86,herbivore
1875,99,146,livestock
1544,51,101,carnivore
1394,74,266,herbivore
1761,182,243,livestock
1748,113,167,livestock
1523,159,184,carnivore
1488,41,263,herbivore
1520,296,175,carnivore
2433,180,138,livestock
1617,173,145,livestock
1763,182,258,livestock
1706,154,41,livestock
1337,264,192,herbivore
1771,183,256,livestock
1781,155,176,livestock
1766,179,255,livestock
1483,68,193,herbivore
1324,194,198,herbivore
1793,87,208,livestock
1352,149,152,herbivore
2079,166,123,livestock
2283,208,101,herbivore
1631,181,191,livestock
2514,197,34,herbivore
1701,70,148,livestock
1542,127,172,carnivore
1705,68,146,livestock
1345,15,127,herbivore
1597,266,59,livestock
1321,92,288,herbivore
1666,260,270,livestock
1623,182,158,livestock
1505,192,43,carnivore
1622,175,151,livestock
1744,99,167,livestock
2201,214,182,livestock
1779,161,178,livestock
1639,85,225,livestock
1816,191,102,livestock
1667,259,269,livestock
1887,92,202,livestock
1379,65,200,herbivore
1729,176,139,livestock
1303,272,129,herbivore
1507,269,153,carnivore
1650,265,234,livestock
1463,201,14,herbivore
1656,266,242,livestock
1777,155,181,livestock
1334,264,286,herbivore
1653,265,235,livestock
2379,211,148,herbivore
1416,12,201,herbivore
1482,169,215,herbivore
1624,171,151,livestock
1413,50,277,herbivore
1665,259,269,livestock
1496,170,88,herbivore
1555,107,137,livestock
1525,71,244,carnivore
1380,167,178,herbivore
1550,33,212,carnivore
1470,85,269,herbivore
2467,157,32,livestock
1649,90,222,livestock
1693,182,270,livestock
1514,297,254,carnivore
1660,266,241,livestock
1440,288,113,herbivore
1545,254,273,carnivore
1758,179,252,livestock
2193,157,134,livestock
2073,149,25,herbivore
1584,155,144,livestock
1700,63,149,livestock
1332,87,45,herbivore
1415,1,152,herbivore
1734,172,129,livestock
1615,180,147,livestock
1776,149,174,livestock
1472,112,146,herbivore
1323,20,73,herbivore
2131,177,155,livestock
2500,179,98,carnivore
1754,113,171,livestock
1485,138,17,herbivore
1645,89,225,livestock
1322,8,143,herbivore
2289,83,163,herbivore
