a_id,x,y,species
1546,154,176,carnivore
1703,67,145,livestock
1956,13,246,herbivore
1438,270,17,herbivore
1812,195,101,livestock
2291,212,249,herbivore
1370,291,281,herbivore
1437,270,14,herbivore
1662,270,225,livestock
1704,63,144,livestock
1663,264,220,livestock
1646,83,222,livestock
1823,183,101,livestock
1373,198,37,herbivore
1356,28,23,herbivore
1466,154,68,herbivore
1739,97,164,livestock
1625,173,151,livestock
1669,211,194,livestock
1814,185,104,livestock
1388,282,163,herbivore
1570,269,98,livestock
1745,102,165,livestock
1574,151,136,livestock
1338,232,202,herbivore
1636,186,188,livestock
1342,15,248,herbivore
1725,183,141,livestock
1526,296,175,carnivore
1769,183,255,livestock
1504,176,254,carnivore
1374,42,37,herbivore
1807,196,95,livestock
1724,176,133,livestock
1604,208,209,livestock
1341,20,278,herbivore
1753,113,162,livestock
1621,170,146,livestock
1497,50,50,herbivore
1819,194,97,livestock
1521,99,160,carnivore
2234,179,283,herbivore
1670,210,193,livestock
1672,221,187,livestock
1808,187,99,livestock
1661,266,224,livestock
1610,208,208,livestock
2161,182,156,livestock
2279,254,50,livestock
1357,6,59,herbivore
1580,150,144,livestock
1635,182,185,livestock
1678,213,192,livestock
1336,180,70,herbivore
1612,211,211,livestock
2082,142,108,carnivore
2241,190,182,livestock
1448,131,224,herbivore
2536,194,99,livestock
1304,281,114,herbivore
1578,163,143,livestock
1372,3,295,herbivore
1475,146,211,herbivore
1585,149,136,livestock
1783,148,169,livestock
1378,199,154,herbivore
1719,177,136,livestock
1325,91,123,herbivore
1354,260,141,herbivore
1559,98,141,livestock
1818,191,93,livestock
2122,64,216,herbivore
1313,68,188,herbivore
2058,48,267,herbivore
1362,14,172,herbivore
1326,5,61,herbivore
1449,181,77,herbivore
1302,296,180,herbivore
1637,185,183,livestock
1395,101,121,herbivore
1344,240,236,herbivore
1698,67,150,livestock
1811,187,104,livestock
1333,33,120,herbivore
1458,247,269,herbivore
1732,165,131,livestock
2067,211,208,livestock
1714,159,31,livestock
1494,160,166,herbivore
1642,87,229,livestock
1398,69,235,herbivore
2301,197,101,livestock
1582,158,131,livestock
1319,232,231,herbivore
1409,37,124,herbivore
1560,97,134,livestock
2219,175,254,livestock
1767,183,254,livestock
1680,213,183,livestock
1792,81,218,livestock
2582,65,122,livestock
2118,221,86,carnivore
1566,266,97,livestock
1360,53,112,herbivore
1565,107,145,livestock
1588,254,58,livestock
1315,271,163,herbivore
1681,211,189,livestock
1723,165,131,livestock
1825,192,91,livestock
2485,183,108,livestock
1770,175,243,livestock
1614,210,216,livestock
1355,23,275,herbivore
1452,92,52,herbivore
1479,187,59,herbivore
1576,156,137,livestock
1377,170,177,herbivore
1564,104,148,livestock
1493,112,223,herbivore
2574,177,288,livestock
1728,180,130,livestock
1384,12,269,herbivore
1562,97,137,livestock
1675,209,183,livestock
1600,255,47,livestock
1607,210,208,livestock
1471,174,155,herbivore
1618,178,146,livestock
1309,25,93,herbivore
1529,227,121,carnivore
1797,90,218,livestock
1664,260,269,livestock
1476,50,97,herbivore
1403,3,103,herbivore
2093,173,247,livestock
1813,188,108,livestock
1595,269,45,livestock
1442,95,133,herbivore
1743,108,171,livestock
1942,176,263,livestock
1727,170,128,livestock
1393,213,274,herbivore
1434,42,230,herbivore
1469,77,23,herbivore
1591,256,51,livestock
2416,167,127,livestock
2430,156,143,livestock
1673,212,182,livestock
1581,154,134,livestock
1391,295,212,herbivore
1383,224,72,herbivore
1429,239,270,herbivore
1435,195,186,herbivore
1634,181,186,livestock
1676,218,187,livestock
1730,165,140,livestock
1425,109,222,herbivore
1347,117,145,herbivore
1620,182,156,livestock
2563,200,211,livestock
1404,149,38,herbivore
1720,170,126,livestock
1414,51,84,herbivore
1875,103,141,livestock
1394,74,266,herbivore
1761,179,248,livestock
1748,101,165,livestock
1488,41,263,herbivore
2433,167,127,livestock
1617,171,155,livestock
1763,175,256,livestock
1706,148,34,livestock
1337,265,191,herbivore
1771,176,247,livestock
1781,148,174,livestock
1766,174,250,livestock
1483,70,193,herbivore
1324,194,196,herbivore
1793,96,205,livestock
1352,149,150,herbivore
2079,166,127,livestock
2283,206,101,herbivore
1631,184,190,livestock
2514,197,34,herbivore
1701,71,152,livestock
1705,64,154,livestock
1345,13,127,herbivore
1597,263,59,livestock
1321,93,287,herbivore
1666,268,269,livestock
1623,169,157,livestock
1622,173,153,livestock
1744,111,164,livestock
2201,221,189,livestock
1779,151,172,livestock
1639,89,232,livestock
1816,197,106,livestock
1667,269,269,livestock
1887,79,213,livestock
1379,65,200,herbivore
1729,165,135,livestock
1303,274,129,herbivore
1650,264,228,livestock
1463,202,13,herbivore
1656,269,230,livestock
1777,154,167,livestock
1334,264,284,herbivore
1653,263,236,livestock
2379,212,149,herbivore
2551,255,60,livestock
1416,13,202,herbivore
1482,168,216,herbivore
1624,181,152,livestock
1413,49,278,herbivore
1665,268,269,livestock
1496,170,86,herbivore
1555,98,147,livestock
1380,168,177,herbivore
1470,84,268,herbivore
2467,158,39,livestock
1649,92,228,livestock
1693,182,270,livestock
1660,267,222,livestock
1440,287,114,herbivore
2600,93,186,livestock
1758,173,253,livestock
2193,151,141,livestock
2073,147,25,herbivore
1584,154,143,livestock
1700,66,153,livestock
1332,86,44,herbivore
1415,2,151,herbivore
1734,166,126,livestock
1615,172,150,livestock
1776,156,169,livestock
1472,113,147,herbivore
1323,18,73,herbivore
2131,174,157,livestock
2500,179,98,carnivore
1754,101,166,livestock
1485,138,17,herbivore
1645,88,224,livestock
1322,10,143,herbivore
2289,82,164,herbivore
2027,182,184,livestock
1311,102,244,herbivore
1551,96,136,livestock
1490,58,172,herbivore
2003,191,104,livestock
1697,65,143,livestock
1643,87,228,livestock
1420,238,218,herbivore
1696,64,151,livestock
2287,177,152,livestock
2512,115,232,herbivore
1474,185,101,herbivore
1806,181,100,livestock
1568,268,95,livestock
1348,28,1,herbivore
1626,175,153,livestock
1737,179,124,livestock
1486,277,134,herbivore
1423,290,169,herbivore
1353,112,280,herbivore
1694,67,146,livestock
1387,20,72,herbivore
1695,73,147,livestock
1804,89,204,livestock
1567,270,96,livestock
1389,195,271,herbivore
1587,254,56,livestock
1328,78,16,herbivore
1349,72,155,herbivore
1386,270,64,herbivore
1426,197,117,herbivore
1445,58,165,herbivore
1306,181,223,herbivore
1782,149,171,livestock
1467,160,109,herbivore
1736,177,125,livestock
1340,249,58,herbivore
1794,91,211,livestock
2459,169,245,herbivore
1596,262,45,livestock
1962,158,31,livestock
1316,87,167,herbivore
1613,208,219,livestock
2338,66,150,livestock
2292,19,257,herbivore
1740,102,167,livestock
1799,94,201,livestock
1417,253,78,herbivore
2148,187,118,herbivore
1428,61,60,herbivore
2567,92,231,livestock
1358,233,209,herbivore
1707,158,37,livestock
1577,156,132,livestock
2097,67,149,livestock
1686,173,264,livestock
1644,87,226,livestock
1838,261,216,herbivore
2473,165,138,livestock
1853,91,213,livestock
1751,103,168,livestock
1396,44,113,herbivore
1450,82,128,herbivore
1314,193,181,herbivore
1583,161,130,livestock
1757,186,244,livestock
2059,70,146,livestock
2515,263,223,livestock
2468,156,138,livestock
2004,194,224,herbivore
1422,235,184,herbivore
1457,14,114,herbivore
1722,183,126,livestock
1468,118,243,herbivore
2300,84,207,livestock
1616,173,152,livestock
1351,67,243,herbivore
2174,162,138,livestock
1401,40,38,herbivore
2057,30,245,herbivore
1366,164,126,herbivore
1335,220,100,herbivore
1477,66,12,herbivore
1702,64,146,livestock
1361,70,80,herbivore
2154,262,60,livestock
1473,174,202,herbivore
1594,258,48,livestock
1301,104,244,herbivore
1684,177,265,livestock
2143,111,167,livestock
2294,89,226,livestock
1436,201,146,herbivore
1752,108,171,livestock
1465,233,152,herbivore
1652,267,230,livestock
1367,51,70,herbivore
1690,184,268,livestock
1431,41,43,herbivore
1305,140,292,herbivore
1629,190,185,livestock
1363,99,105,herbivore
1327,274,278,herbivore
1460,106,10,herbivore
1970,79,204,livestock
1885,65,151,livestock
1762,186,253,livestock
1627,179,148,livestock
1462,294,281,herbivore
1599,260,57,livestock
1682,186,264,livestock
1765,174,242,livestock
1312,130,198,herbivore
1598,265,49,livestock
1484,197,244,herbivore
1784,152,175,livestock
1331,3,215,herbivore
1310,251,45,herbivore
1824,189,95,livestock
1499,20,165,herbivore
1685,186,269,livestock
1810,199,96,livestock
1721,173,142,livestock
1657,268,239,livestock
1715,156,36,livestock
1747,99,160,livestock
1679,216,192,livestock
1571,154,136,livestock
1925,15,125,herbivore
1495,5,280,herbivore
2337,162,134,livestock
1822,190,97,livestock
1829,177,157,livestock
1926,102,158,livestock
1418,238,196,herbivore
1756,173,250,livestock
2318,258,45,livestock
2142,202,210,livestock
1350,22,75,herbivore
1478,4,274,herbivore
1411,102,120,herbivore
1553,99,145,livestock
1638,187,184,livestock
1364,103,8,herbivore
1406,196,272,herbivore
2317,92,200,herbivore
1441,298,296,herbivore
1976,181,142,livestock
1407,236,108,herbivore
1710,148,40,livestock
2307,168,131,livestock
1408,163,221,herbivore
2384,171,138,livestock
2169,131,22,herbivore
1330,115,163,herbivore
1558,103,147,livestock
1726,167,131,livestock
1795,82,217,livestock
1716,150,42,livestock
1668,266,269,livestock
1633,186,189,livestock
