a_id,x,y,species
1309,25,95,herbivore
1529,233,117,carnivore
1797,79,204,livestock
1664,266,269,livestock
1476,45,96,herbivore
1403,2,106,herbivore
1813,188,106,livestock
1595,267,50,livestock
1442,93,133,herbivore
1743,105,160,livestock
1381,294,171,herbivore
1727,175,137,livestock
1393,212,273,herbivore
1434,40,236,herbivore
1469,79,27,herbivore
1591,268,56,livestock
1673,217,183,livestock
1581,150,145,livestock
1391,297,210,herbivore
1383,225,73,herbivore
1429,232,269,herbivore
1435,198,185,herbivore
1634,181,189,livestock
1676,215,191,livestock
1730,180,131,livestock
1425,108,223,herbivore
1347,114,144,herbivore
1620,174,146,livestock
1404,149,38,herbivore
1720,165,138,livestock
1414,52,85,herbivore
1875,108,136,livestock
1544,51,93,carnivore
1394,69,265,herbivore
1761,175,254,livestock
1748,100,169,livestock
1523,162,187,carnivore
1488,43,257,herbivore
1520,300,175,carnivore
1617,178,152,livestock
1763,172,256,livestock
1706,158,41,livestock
1337,262,190,herbivore
1771,186,242,livestock
1781,148,167,livestock
1766,175,255,livestock
1483,70,191,herbivore
1324,194,200,herbivore
1793,97,209,livestock
1352,148,149,herbivore
1631,188,184,livestock
1701,69,145,livestock
1542,126,173,carnivore
1705,68,153,livestock
1345,11,127,herbivore
1597,266,55,livestock
1321,93,289,herbivore
1666,264,270,livestock
1623,171,154,livestock
1505,197,42,carnivore
1622,178,154,livestock
1744,112,155,livestock
1779,155,178,livestock
1639,92,227,livestock
1816,189,104,livestock
1667,262,269,livestock
1887,89,206,livestock
1379,67,198,herbivore
1729,183,123,livestock
1303,269,128,herbivore
1507,271,151,carnivore
1650,269,233,livestock
1463,196,9,herbivore
1656,264,233,livestock
1777,151,173,livestock
1334,264,294,herbivore
1653,263,240,livestock
1416,13,202,herbivore
1482,170,210,herbivore
1624,181,150,livestock
1413,52,277,herbivore
1665,263,269,livestock
1496,175,93,herbivore
1555,96,137,livestock
1525,71,240,carnivore
1380,163,174,herbivore
1550,39,218,carnivore
1470,86,274,herbivore
1649,85,226,livestock
1693,185,265,livestock
1514,299,262,carnivore
1660,268,229,livestock
1440,285,116,herbivore
1545,257,274,carnivore
1758,184,255,livestock
1584,156,140,livestock
1700,74,147,livestock
1332,87,41,herbivore
1415,2,149,herbivore
1734,172,129,livestock
1615,181,157,livestock
1776,149,170,livestock
1472,112,142,herbivore
1323,25,74,herbivore
1754,111,170,livestock
1485,140,13,herbivore
1645,86,224,livestock
1322,8,145,herbivore
1311,103,241,herbivore
1551,104,144,livestock
1490,54,172,herbivore
1764,181,253,livestock
1697,74,147,livestock
1643,84,230,livestock
1527,13,77,carnivore
1420,237,213,herbivore
1696,73,143,livestock
1474,185,101,herbivore
1806,183,89,livestock
1568,269,96,livestock
1348,22,3,herbivore
1626,173,153,livestock
1737,167,126,livestock
1486,278,129,herbivore
1423,291,164,herbivore
1353,112,280,herbivore
1694,68,145,livestock
1387,19,71,herbivore
1461,43,279,herbivore
1695,66,152,livestock
1804,95,206,livestock
1567,266,97,livestock
1389,199,263,herbivore
1587,267,46,livestock
1328,77,15,herbivore
1349,74,159,herbivore
1386,279,63,herbivore
1426,194,112,herbivore
1445,59,166,herbivore
1306,180,222,herbivore
1782,152,168,livestock
1513,97,222,carnivore
1467,171,110,herbivore
1736,171,127,livestock
1340,251,56,herbivore
1794,92,212,livestock
1596,255,53,livestock
1316,83,167,herbivore
1508,188,284,carnivore
1613,207,213,livestock
1740,109,155,livestock
1799,85,206,livestock
1417,255,82,herbivore
1428,60,59,herbivore
1358,230,208,herbivore
1707,155,42,livestock
1577,153,145,livestock
1686,181,267,livestock
1644,82,228,livestock
1750,97,171,livestock
1838,261,218,herbivore
1853,93,219,livestock
1751,98,161,livestock
1396,45,114,herbivore
1450,79,127,herbivore
1314,191,181,herbivore
1583,154,131,livestock
1757,181,254,livestock
1422,232,183,herbivore
1503,82,67,carnivore
1457,13,121,herbivore
1722,177,130,livestock
1468,118,243,herbivore
1616,176,157,livestock
1351,75,241,herbivore
1515,144,278,carnivore
1401,41,37,herbivore
1366,162,128,herbivore
1335,218,98,herbivore
1477,69,11,herbivore
1702,72,149,livestock
1361,67,79,herbivore
1473,178,208,herbivore
1594,265,51,livestock
1510,4,188,carnivore
1301,107,249,herbivore
1684,179,265,livestock
1436,206,143,herbivore
1752,100,160,livestock
1465,225,158,herbivore
1652,263,221,livestock
1367,53,72,herbivore
1690,181,264,livestock
1431,36,44,herbivore
1305,143,295,herbivore
1629,190,183,livestock
1363,101,111,herbivore
1327,278,274,herbivore
1460,105,9,herbivore
1885,70,147,livestock
1762,174,244,livestock
1627,173,149,livestock
1462,295,280,herbivore
1599,260,56,livestock
1682,169,266,livestock
1765,173,256,livestock
1534,201,173,carnivore
1312,135,195,herbivore
1598,268,60,livestock
1484,198,239,herbivore
1784,152,167,livestock
1331,8,216,herbivore
1310,249,47,herbivore
1824,196,100,livestock
1499,21,164,herbivore
1685,170,266,livestock
1810,183,94,livestock
1721,171,137,livestock
1657,267,223,livestock
1715,155,33,livestock
1747,111,167,livestock
1679,220,193,livestock
1571,154,132,livestock
1775,157,169,livestock
1925,20,122,herbivore
1495,1,284,herbivore
1822,194,100,livestock
1524,232,215,carnivore
1829,176,154,livestock
1926,63,80,livestock
1418,232,190,herbivore
1756,174,250,livestock
1350,29,78,herbivore
1537,77,204,carnivore
1478,3,275,herbivore
1411,103,117,herbivore
1553,98,142,livestock
1638,185,183,livestock
1364,104,5,herbivore
1406,197,273,herbivore
1541,244,274,carnivore
1441,299,299,herbivore
1407,234,108,herbivore
1710,153,41,livestock
1516,199,22,carnivore
1408,162,218,herbivore
1330,118,164,herbivore
1531,81,75,carnivore
1785,154,176,livestock
1558,107,141,livestock
1726,176,140,livestock
1532,67,277,carnivore
1795,90,219,livestock
1716,153,32,livestock
1668,262,269,livestock
1502,61,101,carnivore
1511,169,218,carnivore
1633,184,182,livestock
1791,79,201,livestock
1371,183,261,herbivore
1802,92,212,livestock
1421,283,142,herbivore
1552,107,141,livestock
1755,185,255,livestock
1397,105,189,herbivore
1659,263,221,livestock
1400,172,102,herbivore
1647,90,231,livestock
1498,275,176,herbivore
1878,169,79,herbivore
1547,25,255,carnivore
1424,216,296,herbivore
1640,88,232,livestock
1540,35,282,carnivore
1405,245,38,herbivore
1343,203,292,herbivore
1671,218,183,livestock
1735,184,129,livestock
1630,186,187,livestock
1821,188,99,livestock
1464,88,30,herbivore
1786,149,178,livestock
1455,136,259,herbivore
1856,171,268,livestock
1805,90,211,livestock
1365,252,14,herbivore
1788,88,219,livestock
1586,157,140,livestock
1512,53,120,carnivore
1787,81,201,livestock
1651,263,236,livestock
1692,176,269,livestock
1619,171,156,livestock
1359,214,64,herbivore
1742,111,165,livestock
1609,207,215,livestock
1593,269,58,livestock
1590,258,50,livestock
1569,267,98,livestock
1501,84,277,carnivore
1772,147,171,livestock
1654,267,231,livestock
1768,172,244,livestock
1632,186,189,livestock
1712,156,32,livestock
1575,150,138,livestock
1433,284,47,herbivore
1481,32,59,herbivore
1641,85,228,livestock
1557,96,139,livestock
1796,83,203,livestock
1320,202,133,herbivore
1688,172,267,livestock
1803,90,205,livestock
1790,93,201,livestock
1800,92,218,livestock
1382,16,60,herbivore
1308,149,168,herbivore
1674,209,193,livestock
1369,173,93,herbivore
1691,177,267,livestock
1518,5,158,carnivore
1603,208,217,livestock
1446,273,118,herbivore
1427,19,112,herbivore
1317,138,21,herbivore
1798,79,201,livestock
1815,188,95,livestock
1746,105,169,livestock
1443,37,164,herbivore
1454,133,3,herbivore
1329,43,1,herbivore
1554,98,145,livestock
1376,44,207,herbivore
1717,152,31,livestock
1563,100,136,livestock
1536,6,251,carnivore
1447,241,292,herbivore
1868,83,128,carnivore
1556,102,134,livestock
1683,171,269,livestock
1605,209,209,livestock
1749,113,166,livestock
1492,186,166,herbivore
1738,101,158,livestock
1573,151,139,livestock
1606,204,219,livestock
1709,155,33,livestock
1589,268,51,livestock
1713,152,34,livestock
1339,269,17,herbivore
1677,214,188,livestock
1459,182,230,herbivore
1731,168,141,livestock
1390,70,77,herbivore
1419,202,292,herbivore
1307,209,265,herbivore
1385,300,161,herbivore
1820,190,98,livestock
1530,242,280,carnivore
1500,291,37,herbivore
1444,83,97,herbivore
1689,174,266,livestock
1522,197,246,carnivore
1432,273,18,herbivore
1453,223,19,herbivore
1602,264,55,livestock
1655,263,241,livestock
1592,267,55,livestock
1733,173,142,livestock
1489,67,56,herbivore
1611,200,211,livestock
1741,109,159,livestock
1773,159,171,livestock
1412,213,63,herbivore
1699,65,152,livestock
1658,268,232,livestock
1517,203,23,carnivore
1760,181,244,livestock
1708,148,32,livestock
1491,245,220,herbivore
1509,145,166,carnivore
1456,201,28,herbivore
1346,137,10,herbivore
1572,160,142,livestock
1817,184,96,livestock
1780,156,175,livestock
1648,85,231,livestock
1801,84,206,livestock
1392,95,173,herbivore
1809,192,90,livestock
1410,44,130,herbivore
1439,8,53,herbivore
1628,177,148,livestock
1778,154,167,livestock
1789,89,213,livestock
1601,261,59,livestock
1430,285,219,herbivore
1718,176,140,livestock
1902,99,25,herbivore
1487,293,80,herbivore
1399,279,50,herbivore
1533,44,93,carnivore
1368,193,122,herbivore
1318,156,79,herbivore
1579,163,143,livestock
1451,6,260,herbivore
1774,157,172,livestock
1375,226,118,herbivore
1549,36,17,carnivore
1561,96,137,livestock
1480,106,119,herbivore
1687,175,269,livestock
1608,211,210,livestock
1711,156,41,livestock
1402,239,176,herbivore
