a_id,x,y,species
1363,95,103,herbivore
1327,273,279,herbivore
1460,102,10,herbivore
1970,92,210,livestock
1885,68,150,livestock
1762,177,255,livestock
1627,179,156,livestock
1462,294,279,herbivore
1599,256,48,livestock
1682,177,263,livestock
1765,186,242,livestock
1312,129,199,herbivore
1598,264,60,livestock
1484,194,241,herbivore
1784,157,175,livestock
1331,3,219,herbivore
1310,250,44,herbivore
1824,194,100,livestock
1499,20,165,herbivore
1685,179,268,livestock
1810,183,94,livestock
1721,174,142,livestock
1657,266,238,livestock
1715,149,32,livestock
1679,216,184,livestock
1571,150,141,livestock
1925,17,125,herbivore
1495,4,281,herbivore
2337,163,132,livestock
1822,190,96,livestock
1829,169,151,livestock
1926,102,155,livestock
1418,236,194,herbivore
1756,187,246,livestock
2318,261,46,livestock
2793,181,249,livestock
2142,203,216,livestock
1350,23,74,herbivore
1478,5,275,herbivore
1411,102,122,herbivore
1553,105,143,livestock
1638,183,186,livestock
1364,104,7,herbivore
1406,195,273,herbivore
2317,94,200,herbivore
1441,295,297,herbivore
1976,179,134,livestock
1407,240,108,herbivore
1710,155,40,livestock
2639,148,170,livestock
2307,181,137,livestock
1408,166,222,herbivore
2384,181,131,livestock
2169,131,24,herbivore
1330,114,160,herbivore
1558,101,141,livestock
1726,176,139,livestock
1795,83,214,livestock
1716,149,40,livestock
1668,261,270,livestock
1633,189,191,livestock
1791,88,205,livestock
1371,185,261,herbivore
1802,80,205,livestock
1421,276,137,herbivore
1552,102,135,livestock
1755,171,255,livestock
2712,68,147,livestock
1397,105,191,herbivore
1659,268,223,livestock
1400,170,108,herbivore
1647,90,224,livestock
1498,272,175,herbivore
2165,50,18,herbivore
1878,170,86,herbivore
2310,268,234,livestock
2198,184,56,herbivore
1424,219,295,herbivore
1640,90,228,livestock
1540,40,277,carnivore
1405,240,33,herbivore
2145,152,136,livestock
1343,204,293,herbivore
1671,217,183,livestock
1735,179,129,livestock
1630,185,186,livestock
1821,187,100,livestock
1464,89,29,herbivore
2320,148,35,livestock
1786,148,176,livestock
1455,136,259,herbivore
1856,182,267,livestock
1805,86,208,livestock
2668,268,233,livestock
2817,170,64,livestock
1365,251,13,herbivore
1788,88,218,livestock
2520,266,49,livestock
1945,87,201,livestock
1586,156,131,livestock
2469,114,252,herbivore
1787,87,207,livestock
1651,269,219,livestock
2236,81,158,herbivore
2271,180,133,livestock
1692,170,265,livestock
1619,169,156,livestock
1359,208,60,herbivore
1742,102,163,livestock
1609,208,209,livestock
1593,263,59,livestock
1590,257,47,livestock
1569,270,94,livestock
2550,197,101,livestock
1772,147,181,livestock
2247,251,193,herbivore
1654,266,237,livestock
1768,173,257,livestock
1632,184,189,livestock
1712,153,41,livestock
1575,162,143,livestock
1433,284,43,herbivore
1481,34,59,herbivore
1641,92,228,livestock
1557,103,138,livestock
2458,97,214,livestock
1796,79,203,livestock
2009,114,238,herbivore
1320,200,131,herbivore
2305,66,249,herbivore
1688,170,265,livestock
1803,85,215,livestock
1790,96,202,livestock
1992,177,130,livestock
2363,94,207,livestock
2786,181,139,livestock
1800,86,215,livestock
1382,23,55,herbivore
1308,149,168,herbivore
1674,212,188,livestock
2268,61,195,herbivore
2391,177,79,herbivore
2815,42,121,herbivore
1369,174,90,herbivore
1691,183,270,livestock
1603,203,213,livestock
2156,265,227,livestock
1446,275,116,herbivore
1427,21,116,herbivore
1317,140,19,herbivore
2220,188,185,livestock
2319,207,219,livestock
1798,93,204,livestock
1815,194,89,livestock
1746,100,168,livestock
1443,29,164,herbivore
2005,286,204,herbivore
2699,150,142,livestock
1454,126,8,herbivore
1329,39,7,herbivore
2107,80,126,herbivore
1554,94,134,livestock
1376,41,198,herbivore
2175,156,133,livestock
1717,159,35,livestock
1563,105,139,livestock
1447,237,294,herbivore
2117,215,191,livestock
1556,99,141,livestock
1683,177,269,livestock
2572,212,127,herbivore
1605,205,217,livestock
1749,110,159,livestock
1492,184,168,herbivore
1738,104,171,livestock
1573,149,136,livestock
1606,206,214,livestock
1709,151,41,livestock
1589,265,47,livestock
1713,151,34,livestock
1339,272,18,herbivore
1677,216,191,livestock
2315,227,61,herbivore
1459,181,229,herbivore
1731,172,141,livestock
1390,66,77,herbivore
2375,172,264,herbivore
1419,204,290,herbivore
1307,211,267,herbivore
1385,299,160,herbivore
1820,188,102,livestock
1500,282,36,herbivore
1444,82,104,herbivore
1689,175,264,livestock
2385,53,24,herbivore
1432,266,11,herbivore
1453,220,18,herbivore
1602,260,60,livestock
1655,264,219,livestock
2481,108,168,livestock
1592,266,46,livestock
2733,225,254,herbivore
2224,215,185,livestock
1733,173,130,livestock
2742,260,122,carnivore
1489,63,54,herbivore
1611,208,219,livestock
1741,110,167,livestock
1773,156,170,livestock
2347,109,40,carnivore
1412,214,58,herbivore
2362,96,202,livestock
1699,70,153,livestock
2266,162,143,livestock
1658,265,235,livestock
1760,173,244,livestock
1708,152,42,livestock
1491,243,224,herbivore
2605,162,139,herbivore
1456,206,25,herbivore
1346,138,13,herbivore
1572,154,133,livestock
1817,186,101,livestock
1780,156,181,livestock
1648,84,229,livestock
1801,96,202,livestock
1392,91,171,herbivore
2001,268,227,livestock
1809,189,92,livestock
2386,255,162,carnivore
1410,43,133,herbivore
1439,14,53,herbivore
1628,177,146,livestock
2736,254,11,herbivore
1778,160,174,livestock
2147,209,221,herbivore
2580,111,170,livestock
1789,91,215,livestock
1601,265,59,livestock
1430,284,210,herbivore
1718,173,130,livestock
1902,99,27,herbivore
1487,291,86,herbivore
1399,278,49,herbivore
2367,221,77,herbivore
1368,193,118,herbivore
1318,157,76,herbivore
1579,156,140,livestock
1451,6,258,herbivore
1774,159,168,livestock
2799,176,140,livestock
1561,100,140,livestock
1480,107,122,herbivore
1687,184,266,livestock
1608,202,216,livestock
1711,158,36,livestock
2054,183,89,livestock
1402,233,170,herbivore
